BeerID|Beer|Brewer|Aroma|Appearance|Taste|Palate|Overall|MyScore|Comments|Date|Country|State|City|Style
163939|Innis & Gunn Irish Whiskey Cask|Innis & Gunn|6|4|7|3|14|3.4|Medium brown coarseish head doesn't last.  Barely translucent clear deep dark red body.  Faint roasty toffee aroma with vague chocolatey notes.  Sweet perfumy vanilla toffee taste with chocolatey notes.  Mid-to-light body.  Mild, soft mouthfeel. Dryish chocolatey perfumy aftertaste with butterscotch notes. Perfumy and candy-like, but still very delicate and harmonic.  I quite like it.  &#40;0.33l bottle, Alko Arkadia, Helsinki.&#41;|5/12/2012 12:12:47 PM|Scotland||Edinburgh|Stout
60123|Ginga Kogen Pale Ale|Ginga Kogen Beer Company|5|4|6|3|12|3|Medium creamy offwhite head. Hazy opaque pale amber body. Faint mealy fruity aroma. Dry-sweet resiny taste with mealy fruity notes. Mid-bodied. Mild, mealy mouthfeel. Dryish grape and resin aftertaste with mealy strawberry notes. Nice, pleasant, but not great. &#40;0.33l draft at Sunset Beer Garden, Sendai.&#41;|5/12/2012 12:02:06 PM|Japan||Waga-gun, Iwate Prefecture|English Pale Ale
41457|Matsushima Helles|Matsushima Brewing Company|6|4|6|3|12|3.1|Small white head. Clear yellow body. Fruity blackberry aroma with herbal notes. Dry-sweet gooseberry and blackberry taste with resiny notes. Mid-bodied. Mild, soft mouthfeel. Dryish resiny gooseberry aftertaste with strawy notes. Nice, clean, fresh. By no means a helles, though. &#40;0.33l bottle, at a seaside café in Matsushima.&#41;|5/12/2012 11:12:13 AM|Japan||Osato Machi, Miyagi-Ken|Dortmunder/Helles
92560|Kinshachi Golden Ale|Kinshachi Beer|6|4|5|3|12|3|Medium white head. Hazy golden body. Fruity earthy aroma with toffee and grape notes. Dry-sweetish musty earthy taste with papery notes. Mid-bodied. MIld, flat mouthfeel. Dryish fruity grape aftertaste with earthy sake notes. It's nice, but a bit musty and odd. &#40;0.33l bottle, shop at Tokyo Station.&#41;|5/12/2012 11:10:23 AM|Japan||Aichi-ken Nagoya-shi|Golden Ale/Blond Ale
154655|S:t Eriks Porter|S:t Eriks Bryggeri (Galatea)|6|4|6|3|13|3.2|Big beige lasting head.  Opaque black body.  Milky chocolatey aroma with earthy notes.  Very mild.  Dry-sweet roasty milky taste with earthy chocolate notes.  Mid-bodied.  Mild, soft mouthfeel.  Dryish roasty burnt coffee aftertaste with grainy dusty notes.  Nice, drinkable, and perhaps a little bit bland, but the burnt grainy finish is very vivid and sort of makes up for the rest.  &#40;0.33l bottle, Systembolaget Nordstan, Göteborg.&#41;|5/12/2012 11:08:24 AM|Sweden||Arlandastad|Porter
89299|Yo-Ho Aooni|Yo-Ho Brewing Company|7|4|7|3|14|3.5|Big offwhite head. Clear deep golden body. Deep tropical fruit and citrus aroma with oily grassy notes. Dry-sweet tropical fruit and resin taste with citrus notes. Fullish body. Mild, slightly hot mouthfeel. Very clean flavour. Dryish dusty tropical fruit aftertaste with resiny grassy spicy notes. Spicy bitter flavour lingers. Very nice. Bold, yet highly drinkable. &#40;0.35l can from Naito-san.&#41;|5/12/2012 9:41:28 AM|Japan||Nagano|India Pale Ale (IPA)
28925|Hakkaisan Weizen|Hakkaisan Sake Brewing Co., Ltd|5|4|5|3|10|2.7|Small coarseish white head. Hazy opaque yellow body. Wheaty mealy herbal aroma with floral notes. Sweetish mealy wheaty taste with herbal floral notes. Mid-bodied. Mild, mealy mouthfeel. Dryish herbal oily wheaty aftertaste with spicy papery notes. Very bland, but not bad. &#40;0.33l bottle, from a shop at Tokyo Station.&#41;|5/12/2012 9:39:41 AM|Japan||NIIGATA Prefecture|German Hefeweizen
145667|Fuller's Ascot Tercentenary|Fuller's|5|4|6|2|12|2.9|Gusher.  Big white lasting coarseish head.  Clear golden body with strong carbonation.  Fruity lemon zest and cider aroma with mealy earthy musty notes.  Dry-sweet honey and straw taste with fruity notes.  Mid-bodied.  Odd mouthfeel, kind of mealy.  Dryish fruity lemon zest aftertaste with honey and cider notes.  This one was strange &#045;&#045; not very fresh, either.  Almost a year to the best before date.  Strange.  &#40;0.5l bottle, Alko Arkadia, Helsinki.&#41;|5/12/2012 9:36:35 AM|England|Greater London|London|Golden Ale/Blond Ale
28927|Hakkaisan Alt|Hakkaisan Sake Brewing Co., Ltd|5|4|4|3|9|2.5|Medium offwhite lasting head. Hazy amber body with strong carbonation. Fruity earthy aroma with musty strawberry and caramel notes. Sweet-dryish fruity strawberry taste with dusty caramel notes. Mid-bodied. Mild, soft, smooth mouthfeel. Faintly dryish mealy airy aftertaste of nothing. Not really very good. Much too bland. Lacking in bitterness, too. &#40;0.33l bottle from a shop at Tokyo Station.&#41;|5/12/2012 9:28:48 AM|Japan||NIIGATA Prefecture|Altbier
169977|Suntory Rich Malt 70% Off|Suntorys Limited|5|3|5|2|8|2.3|Medium white slightly coarse head. Deep golden body with carbonation. Oily fruity toffee aroma with herbal notes. Dry wheaty herbal grassy taste with salty butter notes. Mid-bodied. Sharpish, fizzy mouthfeel. Dry salty buttery metallic aftertaste with grainy notes. Not really very nice. &#40;0.35l can from Lawson in Ichinoseki.&#41;|5/12/2012 9:26:08 AM|Japan||Osaka|Pale Lager
194015|Iwate Kura Shizen Hakko Beer|Sekinoichi Shuzo (Iwate Kura Beer)|6|4|7|3|15|3.5|Medium white head. Slightly hazy coppery body with carbonation. Fruity vinegary aroma with mealy notes. Dry-sweetish, and faintly acidic, intensely fruity &#40;persimmon?&#41; taste with mealy notes. Mid-to-light body. Mild, mealy mouthfeel. Dry-acidic orangey tropical fruit aftertaste with mealy metallic notes. Lovely&#033; Well-balanced and harmonic, and very drinkable. The acdity is very subtle for a lambic, I must say. Whether you can taste the persimmon or not I can't say, having never tasted a persimmon. &#40;0.35l draft at brewery.&#41;|5/12/2012 6:22:20 AM|Japan||Ichinoseki-Shi, Iwate Prefecture|Sour Ale/Wild Ale
53517|Iwate Kura Oyster Stout|Sekinoichi Shuzo (Iwate Kura Beer)|6|4|7|4|14|3.5|Medium creamy lasting brown head. Nearly opaque black body goes dark red at edges. Roasty chocolate and caramel aroma with burnt earthy notes. Dry-sweet caramelly chocolate taste with roasty earthy notes. Mid-to-full body. Mild, soft mouthfeel. Dryish roasty earthy aftertaste with salty chocolate notes. Nicely balanced and harmonic. Surprisingly dry. Nice. &#40;0.35l draft at brewery.&#41;|5/12/2012 6:17:39 AM|Japan||Ichinoseki-Shi, Iwate Prefecture|Stout
131814|Midnight Sun Obliteration VII|Midnight Sun Brewing Company|8|4|7|3|15|3.7|Medium dark brown head.  Opaque black body.  Deep raisiny malts and roasty chocolate aroma with milky earthy notes.  Dry-sweet roasty resiny dusty caramel taste with burnt rye crisp bread notes.  Fullish body.  Mild, soft mouthfeel.  Dry roasty chocolatey earthy aftertaste with metallic dusty burnt notes. Excellent&#033; A year's cellaring has only improved the harmony and balance, with lots of deep, subtle flavours. &#40;0.65l bottle, City Beer, San Francisco.&#41;|5/11/2012 3:12:11 PM|United States|Alaska|Anchorage|Imperial Stout
141456|Ocean Ebbot Ale|Oceanbryggeriet|6|4|7|3|13|3.3|Huge beige head keeps rising, eventually growing a foam hat out of the glass.  Clear amber body with strong carbonation.  Earthy dusty burnt caramel aroma with milky peas notes.  Dry-sweet roasty wooden earthy taste with notes of burnt peas.  Mid-bodied. Mild, soft mouthfeel.  Dry earthy licorice and burnt caramel aftertaste with wooden milky notes.  Unusual, vivid and clear, and highly drinkable, with lots of flavour.  &#40;0.5l bottle, Systembolaget Nordstan, Göteborg.&#41;|5/11/2012 3:10:16 PM|Sweden||Göteborg|English Strong Ale
100593|Birra Pasturana Filo di Fumo|Birra Pasturana|7|4|6|3|13|3.3|Medium white head.  Hazy opaque yellow body with strong carbonation.  Charcoal smoke and herbs aroma with oily spicy linoleum notes.  Dry-sweetish mealy smoky taste with herbal notes.  Mid-bodied.  Mild, soft, milky mouthfeel.  Dryish mealy milky aftertaste with smoky honey and spice notes.  It's very mild and subtle, but nice, and the smoke blends in well.  &#40;0.75l bottle, wine monopoly, Vika, Oslo.&#41;|5/11/2012 12:39:52 PM|Italy||Pasturana|Smoked
41470|Iwate Kura Red Ale|Sekinoichi Shuzo (Iwate Kura Beer)|5|4|5|3|12|2.9|Medium offwhite lasting head. Hazy opaque deep dark brown body. Sickly fruity banana aroma with roasty malty notes. Dry strawberry taste with malty notes. Mid-bodied. Mild, soft mouthfeel. Dryish strawberry and earth aftertaste with roasty notes. Not really very nice. Too much strawberry, as if they've lost control of the yeast. &#40;0.35l draft at brewpub.&#41;|5/11/2012 9:39:13 AM|Japan||Ichinoseki-Shi, Iwate Prefecture|Irish Ale
44560|Iwate Kura Pale Ale|Sekinoichi Shuzo (Iwate Kura Beer)|7|4|7|3|13|3.4|Medium lasting white head. Clear coppery body with light carbonation. Light fruity floral aroma with spicy grassy notes. Dry-sweet strawy fruity taste with grainy herbal notes. Mid-bodied. Mild mouthfeel. Dry fruity wooden aftertaste with floral resiny dusty strawy notes. Very nice and highly drinkable. &#40;0.35l draft at brewpub.&#41;|5/11/2012 9:37:37 AM|Japan||Ichinoseki-Shi, Iwate Prefecture|English Pale Ale
41471|Iwate Kura Weizen|Sekinoichi Shuzo (Iwate Kura Beer)|5|4|6|4|13|3.2|Medium white lasting head. Hazy opaque very pale yellow body. Wheaty herbal aroma with lemony notes. Dry-sweetish wheaty toffee taste with herbal fruity notes. Mid-bodied. Mild, mealy mouthfeel. Dry lemony herbal aftertaste with spicy coriander notes. Faint banana in background, too. Very vivid, harmonic, and distinct. Subtle, but very nice. &#40;0.35l draft at brewpub.&#41;|5/11/2012 9:28:33 AM|Japan||Ichinoseki-Shi, Iwate Prefecture|German Hefeweizen
164405|Kissmeyer Red IPA|Kissmeyer Beer|5|4|6|3|12|3|Big slightly coarse beige head rises out of the glass.  Clear red-amber body with strong carbonation.  Dusty wooden roasty aroma is very weak, with resiny notes.  Dry-sweet resiny citric taste with metallic notes. Mid-bodied. Mild, soft mouthfeel with slight astringence.  Dryish minty resiny roasty aftertaste with wooden spicy notes. It's OK, but a bit harsh while the flavours are rather subdued. I doubt this is what they tried to do. &#40;0.5l bottle, wine monopoly, Vika, Oslo.&#41;|5/10/2012 1:27:08 PM|Denmark||Charlottenlund|India Pale Ale (IPA)
8092|Neuzeller Original Badebier (Bathbeer)|Klosterbrauerei Neuzelle|6|4|6|3|13|3.2|Big beige head.  Clear deep brownish red body with carbonation. Roasty earthy strawy aroma with milky chocolatey smoky notes. Dry-sweetish earthy roasty taste with milky peppery notes. Mid-bodied.  Mild, soft, smooth mouthfeel.  Dryish roasty sugary metallic aftertaste with strawy peppery. Nice, drinkable, some off flavours. &#40;0.5l bottle, Alko Arkadia, Helsinki.&#41;|5/9/2012 11:19:03 PM|Germany|Brandenburg|Neuzelle|Schwarzbier
170637|Ægir Skumring Dubbel|Ægir Bryggeri|7|4|6|3|13|3.3|Huge beige head.  Hazy opaque amber body with strong carbonation. Syrupy spicy licorice aroma with herbal strawberry candy notes. Sweet-dryish herbal licorice taste with spicy notes. Fullish body.  Sharpish, soft mouthfeel with slight heat.  Dry herbal licorice aftertaste with roasty earthy spicy alcohol notes.  Very nice and highly drinkable. Perhaps a bit sweet, and bit less harmonic than it could be. &#40;0.5l bottle, wine monopoly, Vika, Oslo.&#41;|5/9/2012 1:30:57 PM|Norway||Flåm|Abbey Dubbel
173026|Aass Uten Spesial|Aass Bryggeri|5|3|5|3|9|2.5|Big offwhite slightly coarse head.  Clear yellow body with strong carbonation.  Sweetish grainy chalky sugary aroma with strawy notes.  Dusty strawy taste with milky notes.  Mid-bodied.  Mild, soft, smooth mouthfeel.  Dry-sweetish grainy malty aftertaste with salty strawy grassy notes.  Not bad.  I've had many alcoholic beers worse than this. &#40;0.33l bottle, Rema Lillestrøm.&#41;|5/7/2012 1:03:17 PM|Norway||Drammen|Low Alcohol
126388|Ocean Glenn No 5|Oceanbryggeriet|7|4|7|3|15|3.6|Biggish coarseish offwhite head.  Clear coppery body with strong carbonation.  Fruity earthy peas aroma with peachy strawy citric notes.  Dry-sweet tropical fruit and peas taste with strawy citric notes. Mid-bodied. Slightly fizzy mouthfeel. Dry strawy white wine grape aftertaste with spicy resiny grainy strawy notes.  Absolutely outstanding pale ale. Lovely combination of UK and US hops. Very clear and vivid. &#40;0.5l bottle, Systembolaget Nordstan, Göteborg.&#41;|5/6/2012 2:39:42 PM|Sweden||Göteborg|Golden Ale/Blond Ale
152244|Traditional Scottish Ales Double Espresso Premio Caffé Birra|Traditional Scottish Ales|5|4|5|2|11|2.7|Medium dark beige head with some dancing bubbles on top. Opaque black body.  Syrupy nougat and coffee aroma with perfumy toffee notes.  Sweetish chocolatey coffee taste is perfumy and strangely empty after that powerful aroma. Mid-to-light body. Mild, soft mouthfeel.  Dryish coffee and earth aftertaste with metallic notes.  It's not really bad, but this tastes more like coffee pudding with metal shavings in it than a real beer. &#40;0.33l bottle, Alko Arkadia, Helsinki.&#41;|5/6/2012 2:09:49 PM|Scotland||Stirling|Spice/Herb/Vegetable
152338|Sinebrychoff Panimomestarin Nikolai Vuosiolut 2012 5.0%|Sinebrychoff (Carlsberg)|5|4|5|3|9|2.6|Biggish offwhite head.  Hazy yellow body with strong carbonation. Faint strawy mealy aroma with vaguely fruity notes.  Sweetish strawy peas taste with mealy notes.  Mid-bodied.  Mild, soft, smooth mouthfeel.  Sweetish, and faintly acidic, earthy peas aftertaste with vegetable notes.  Too sweet and flat, a bit unbalanced, and sort of musty and closed, but not really bad, just ... odd. &#40;0.33l bottle, Alko Arkadia, Helsinki.&#41;|5/6/2012 12:56:43 PM|Finland||Kerava|Zwickel/Keller/Landbier
69655|Kinshachi Nagoya Red Miso Lager|Kinshachi Beer|6|4|6|3|13|3.2|Medium tan head. Hazy opaque black body with ongoing carbonation. Fruity red beans aroma with toffee and caramel pudding notes. Dry-sweet toffee and rice pudding taste with grassy notes. Fullish body. Mild, slightly hot mouthfeel. Dryish fruity soy sauce aftertaste with licorice and alcohol notes. Nice, unusual, and harmonic. Very drinkable. &#40;0.33l bottle, JR Takashimaya, Nagoya.&#41;|5/6/2012 10:52:56 AM|Japan||Aichi-ken Nagoya-shi|Spice/Herb/Vegetable
41761|Baird Dark Sky Imperial Stout|Baird Brewing Co.|7|4|7|4|16|3.8|Hardly any head. Opaque black body goes dark brown at edges. Roasty earthy black chocolate aroma with fruity notes. Dry-sweet roasty chocolatey taste with resiny caramelly notes. Fullish body. Mild, slightly hot mouthfeel. Dryish roasty wooden chocolatey aftertaste with resiny burnt coffee and fruit notes. Lovely&#033; Vivid, clean, sharp, and fresh. &#40;0.2l draft at Popeye, Tokyo. Menu says it's 9.5%, though.&#41;|5/6/2012 8:38:04 AM|Japan||Numazu, Shizuoka|Imperial Stout
173017|Yo-Ho Yona Yona Barley Wine 2011|Yo-Ho Brewing Company|7|4|7|3|16|3.7|No head. Clear amber body. Deep sugary caramelly fruity aroma with wooden resiny notes. Dry-sweet wooden spicy caramel taste with resiny grassy notes. Fullish body. Sharpish, hot mouthfeel. Dry-bitter perfumy toffee caramel aftertaste with wooden licorice and spice notes, as well as traces of vanilla. Nice. Vivid and complex, but a bit sharp. &#40;0.2l draft at Popeye, Tokyo.&#41;|5/6/2012 8:30:54 AM|Japan||Nagano|Barley Wine
45921|Hakusekikan Hurricane|Hakusekikan Beer/Stone Iwamoto Co.|7|4|8|3|15|3.7|No real head. Clear deep red body. Earthy vinous strawberry malts aroma with alcohol notes. Sweet, and slightly acidic, alcohol and strawberry taste with earthy spicy notes. Fullish body. Mild, yet hot mouthfeel. Dry-sweet sweet cherry and strawberry aftertaste with vinegary earthy toffee and honey notes. Lovely&#033; Amazing sweet/sour balance and harmony. &#40;0.2l draft at Popeye, Tokyo.&#41;|5/6/2012 7:49:05 AM|Japan||Ena-gun, Gifu|Barley Wine
169006|Brimmer Porter|Brimmer Brewing|6|4|7|3|13|3.3|Small beige head. Clear deep dark brownish red body. Roasty caramelly aroma with earthy notes. Dryish roasty caramelly taste with herbal earthy notes. Mid-bodied. Mild, soft mouthfeel. Dryish roasty burnt coffee aftertaste with chocolatey earthy notes. Very nice. Harmonic and drinkable. &#40;0.25l draft at Popeye, Tokyo. Menu says 6%.&#41;|5/6/2012 7:46:01 AM|Japan||Kawasaki, Kanagawa Prefecture|Porter
102912|Swan Lake #B-IPA|Hyouko Yashiki No Mori Brewery (Swan Lake)|7|4|7|3|15|3.6|No head when finally served. Hazy opaque golden body. Fruity Belgian yeast aroma with pineapple notes. Dry-sweet vaguely funky pineapple taste with mealy spicy notes. Mid-bodied. Mild, mealy mouthfeel. Dryish strawberry and kiwi aftertaste with resiny notes. Nice, subtle, and flavours well integrated. &#40;0.25l draft at Popeye, Tokyo. Menu has it as &quot;Swan Lake Belgian IPA Good&quot;, at 7%.&#41;|5/6/2012 7:42:20 AM|Japan||Sasakamimura, Kitakanbara-gun, Niigata-ken|Belgian Ale
171016|Baird Pacific Century Citrus IPA 2012|Baird Brewing Co.|7|4|7|3|15|3.6|No head by the time the beer reached me. Hazy amber body. Citric white wine grape aroma with fruity resiny notes. Dry white wine grape and resin taste with fruity spicy notes. Mid-bodied. Mild, mealy mouthfeel. Dryish citric white wine grape aftertaste with fruity resiny notes. Lovely. Really dominated by New Zealand hop aroma. &#40;0.25l draft at Popeye, Tokyo. Menu said it was 8%.&#41;|5/6/2012 7:37:53 AM|Japan||Numazu, Shizuoka|India Pale Ale (IPA)
46792|Swan Lake White Swan Weizen|Hyouko Yashiki No Mori Brewery (Swan Lake)|6|4|6|3|12|3.1|Big offwhite head. Hazy opaque pale yellow body. Faintly vinegary herbal aroma with mealy citric spice notes. Dry-sweetish peach and banana taste with cloves notes. Mid-bodied. Mild, soft mouthfeel. Dryish oily herbal fruity aftertaste. Very mild and clean. Nice. &#40;0.27l draft at Popeye, Tokyo. Menu said it was 5%.&#41;|5/6/2012 7:34:50 AM|Japan||Sasakamimura, Kitakanbara-gun, Niigata-ken|German Hefeweizen
79210|Sumidagawa Porter|Sumidagawa Brewery Pub (Asahi)|6|5|5|3|11|3|Huge deep beige creamy head slowly shrinks. Nearly opaque black body goes dark brown at edges. Roasty licorice aroma with burnt notes. Dryish roasty caramelly aftertaste, slightly acidic, with burnt notes. Too bland and acidic, possibly because served too cold. &#40;0.335l draft at Restaurant Harmonic, Asahi Headquarters, Tokyo. Waitress said it was 4.5% alcohol.&#41;|5/6/2012 7:29:11 AM|Japan||Tokyo|Porter
41882|Sumidagawa Azumabashi|Sumidagawa Brewery Pub (Asahi)|6|5|5|3|11|3|Biggish creamy beige head. Slightly hazy deep brown body. Roasty caramelly aroma with fruity wooden notes. Dry roasty yeasty taste with banana notes. Mid-bodied. Mild mouthfeel with some astringence at the end. Dryish roasty wooden caramel aftertaste with grassy notes. It's not bad, but served way too cold. &#40;0.36l draft at Restaurant Harmonic, Asahi Headquarters, Tokyo. Served under the name &quot;Sumidagawa Alt&quot;. Waitress said it was 5%.&#41;|5/6/2012 7:22:07 AM|Japan||Tokyo|Altbier
158123|De Molen Mout & Mocca (2011-)|Brouwerij de Molen|7|4|7|3|14|3.5|Small beige head. Opaque black body. Earthy coffee aroma with new car notes. Dry-sweet coffee and earth taste with burnt grainy notes. Fullish body. Mild, slightly hot mouthfeel. Dry roasty oily coffee aftertaste with syrupy notes. Nice, harmonic, but surprisingly little complexity. &#40;0.33l bottle, wine monopoly, Vika, Oslo.&#41;|5/6/2012 5:11:57 AM|Netherlands||Bodegraven|Imperial Stout
130826|Nøgne Ø Sake Yamahai Motoshibori|Nøgne Ø|6|3|6|3|13|3.1|No head. Clear very pale yellow body. Fruity musty spicy aroma with earthy notes. Sweet apple and earth taste with strong spicy alcoholic notes. Mid-bodied. Hot, soft, flat mouthfeel. Sweetish and faintly acidic spicy mineraly apple aftertaste with earthy eggs notes. Nice, fairly drinkable, but a bit flat and musty. &#40;0.35l bottle, wine monopoly Vika, Oslo.&#41;|5/6/2012 5:09:32 AM|Norway||Grimstad|Saké - Junmai
24423|Bear Republic Peter Brown Tribute Ale|Bear Republic Brewing Company|8|4|7|3|14|3.6|Medium brown head.  Clear deep brown body with lazy carbonation. Deep nougat chocolate and marzipan aroma with roasty butterscotch and resin notes.  Lovely harmony, balance, and vividness to this aroma. Dry-sweet roasty marzipan and butterscotch taste with salty resiny notes. Mid-to-light body. Mild, soft mouthfeel.  Dry resiny burnt aftertaste with caramelly metallic notes. Nice and highly drinkable. Appears to have been cellared too long &#40;almost one year&#41;, but has benefited from it, too. &#40;0.65l bottle, from City Beer, San Francisco.&#41;|5/6/2012 4:21:44 AM|United States|California|Healdsburg|Brown Ale
172574|Kirin Free|Kirin Brewery Company|4|3|4|2|6|1.9|Medium white head. Clear yellow body. Coarse grainy aroma with cardboard notes. Dry cardboard and malt taste with mealy notes. Mid-bodied. Slightly grainy mouthfeel. Dryish papery grainy aftertaste with slight acidity. Not really very nice. &#40;0.35l can, from JR Takashimaya, Nagoya station.&#41;|5/1/2012 12:55:11 PM|Japan||Tokyo|Low Alcohol
63526|Kinshachi Red Label|Kinshachi Beer|6|5|6|3|13|3.3|Medium yellowish beige head. Clear deep amber body. Clean fruity malty aroma with grainy toffee notes. Dry-sweet strawy roasty caramel taste. Mid-bodied. Mild, soft mouthfeel. Dryish resiny roasted sugar aftertaste with caramelly vanilla notes. Very nice. Vivid taste. &#40;0.33l bottle from Naito-san.&#41;|5/1/2012 12:51:42 PM|Japan||Aichi-ken Nagoya-shi|Altbier
139781|Den Beer Kurokuwa Bock|Den Beer|6|4|6|3|13|3.2|Yellowish beige head. Clear dark brown body. Earthy roasted sugar aroma with soy sauce notes. Dry-sweet roasty toffee taste with sugary notes. Mid-bodied. Mild, soft mouthfeel. Dryish roasty sugary aftertaste with dried plum notes. Nice. Highly drinkable, clean, and distinct taste. &#40;0.33l bottle from Naito-san.&#41;|5/1/2012 12:49:39 PM|Japan||Anjo-shi, Aichi Prefecture|Dunkler Bock
139779|Den Beer Hadaka no Osama Ale|Den Beer|6|4|6|3|13|3.2|Big white head. Clear deep amber body. Fruity resiny wooden aroma with strawy notes. Dryish fruity resiny taste with strawy notes. Mid-to-light body. Mild mouthfeel. Dryish tropical fruit and cedar wood aftertaste with resiny notes. Very nice. Clean and harmonic. &#40;0.33l bottle from Naito-san.&#41;|5/1/2012 12:47:53 PM|Japan||Anjo-shi, Aichi Prefecture|Altbier
139761|Den Beer Ningyo Hime no Koi Weizen|Den Beer|5|3|6|3|12|2.9|Small white head quickly disappears. Clear yellow body. Fruity bananaish aroma with herbal notes. Dry-sweetish fruity banana taste with mealy herbal notes. Mid-bodied. Mild mouthfeel. Dryish fruity oily aftertaste with herbal notes. Mild, light, clean, drinkable. Nice&#033; &#40;0.33l bottle from Naito-san.&#41;|5/1/2012 12:44:50 PM|Japan||Anjo-shi, Aichi Prefecture|German Hefeweizen
105954|Brasseurs de Lorraine Loroyse Bière d&#8217;Hiver|Les Brasseurs de Lorraine|6|4|7|3|13|3.3|Medium offwhite head. Hazy opaque amber body. Dried fruit and honey aroma with spicy papery notes. Dry-sweet raisiny malts taste with spicy honey notes. Fullish body. Faintly hot, mealy mouthfeel. Dryish honey and dried fruit aftertaste with grassy herbal peach notes. Nice, complex, full of character. Lovely&#033; &#40;0.33l bottle, from CitySuper IFC, Hong Kong.&#41;|5/1/2012 12:40:39 PM|France||Pont-a-Mousson|Belgian Strong Ale
17327|Blue Ice Beer|San Miguel Brewery (Hong Kong)|5|3|4|2|7|2.1|Small white head quickly disappears. Clear coppery body. Light floral toffee aroma. Sweetish sugary paper taste. Mid-bodied. Mild, soft, slightly flat mouthfeel. After a while it feels coarse. Dryish cardboard and toffee aftertaste with herbal perfumy jasmine notes. Bland, but faintly unpleasant. &#40;0.33l bottle, from Wellcome, Lohas Park, Hong Kong.&#41;|4/23/2012 10:59:28 AM|Hong Kong||New Territories|Pale Lager
100520|Alexander Keiths Premium White|Oland Brewery (AB-InBev)|5|3|5|3|10|2.6|Medium white head doesn't last. Hazy nearly opaque yellow body with floaties. Mealy orangey aroma, very bland. Dryish peppery orangey taste with lavender and cinnamon notes. Mid-bodied. Mild, soft mouthfeel. Dryish mealy orangey aftertaste with pumpkin spice notes. Nice, and the spice is more subdued than in most US pumpkin beers, but still... too perfumy. &#40;0.341l bottle, CitySuper IFC, Hong Kong.&#41;|4/23/2012 10:56:04 AM|Canada|Nova Scotia|Halifax|Belgian White (Witbier)
29802|Brasseurs de Lorraine La Noiraude|Les Brasseurs de Lorraine|5|3|6|3|11|2.8|Medium coarseish white head quickly disappears entirely. Hazy opaque paleish yellow body. Yeasty herbal aroma, very bland. Dry-sweetish fruity herbal taste with yeasty earthy notes. Mid-bodied. Mild, mealy mouthfeel. Dryish herbal lemony aftertaste with spicy notes. Niceish, but too yeasty and bland. &#40;0.33l bottle, CitySuper IFC, Hong Kong.&#41;|4/23/2012 10:52:29 AM|France||Pont-a-Mousson|Belgian White (Witbier)
51357|Echigo Beer Blonde|Echigo Beer Company|6|4|6|3|13|3.2|Medium offwhite head. Clear amber body with carbonation. Fruity earthy candy aroma with dusty yeasty bready notes. Dry-sweet fruity raisiny taste with citric strawy notes. Mid-bodied. Mild, soft mouthfeel. Dryish raisiny malt aftertaste with fruity resiny notes. Nice, drinkable, harmonic. Has some character. &#40;0.35l can, from CitySuper IFC, Hong Kong.&#41;|4/23/2012 10:32:51 AM|Japan||Nishikanbara-gun, Niigata-ken|Golden Ale/Blond Ale
9170|Orion Premium Draft Beer|Orion Breweries Limited (Asahi)|5|3|5|3|9|2.5|Big white head. Clear golden body. Light strawy apple taste with floral notes. Mid-bodied. Mild, soft, faintly astringent mouthfeel. Dryish wooden apple aftertaste with corn notes. Bitter, buttery aftertaste lingers. &#40;0.35l can, New Yaohan Supermarket, Macau.&#41;|4/23/2012 10:29:29 AM|Japan||Urasoe-City, Okinawa|Pale Lager
32846|Haizhu Beer 12º |Zhuhai Kirin President Brewery |5|3|5|3|10|2.6|Medium white head. Clear yellow body with carbonation. Rice and wine grape aroma with apple notes. Dry-sweetish wine grape and flour taste with floral notes. Mid-bodied. Mild, soft mouthfeel. Dry-sweetish floral herbal aftertaste with fruity notes. Nice, drinkable, clean. &#40;0.5l can from a supermarket in Macau.&#41;|4/23/2012 10:26:12 AM|China||Zhuhai, Guangdong|Pale Lager
95164|Pearl River 12° (4.3%)|Guangzhou Zhujiang Brewery Group Co. Ltd|5|2|5|3|10|2.5|Small white head quickly disappears entirely. Clear yellow body with light carbonation. Light herbal jasmine aroma with fruity notes. Dryish sweetish floral jasmine taste with faint fruity notes. It's OK, but bland and lacking bitterness. &#40;0.6l bottle, Wellcome, Lohas Park, Hong Kong.&#41;|4/23/2012 7:21:53 AM|China||Guangzhou, Guangdong|Pale Lager
3766|Mackeson XXX Stout|InBev UK|6|4|6|4|12|3.2|Medium brown head. Opaque black body. Sugary metallic caramel pudding aroma with chocolate notes. Sweet-dryish milky chocolatey taste with earthy notes. Mid-bodied. Very mild and smooth mouthfeel. Dryish roasty chocolatey aftertaste with coffee and caramel notes. Some funky character to it, too. Nice and drinkable, and very smooth. Interesting. &#40;0.275l bottle, Wellcome, Lohas Park, Hong Kong.&#41;|4/23/2012 7:19:20 AM|England|Bedfordshire|Luton|Sweet Stout
17334|Harbin Beer|Harbin Beer Company (Anheuser-Busch)|5|3|5|3|9|2.5|Small offwhite coarseish head doesn't last. Clear yellow body. Light malt and nice aroma. Dryish mealy malty taste with faint sugary notes. Mid-bodied. Faintly sharp mouthfeel. Dryish rice candy &#40;dango&#41; aftertaste with malty notes. Incredibly bland, but inoffensive. &#40;0.6l bottle, Wellcome, Lohas Park, Hong Kong. 5%, according to label.&#41;|4/23/2012 5:56:31 AM|China||Harbin|Pale Lager
